positive,"Net profit rose to EUR 8 million, up 12% from last year’s EUR 7.2 million."
positive,"Company X announced a dividend increase of 25%, rewarding shareholders after a strong year."
positive,"The firm’s operating margin expanded to 18%, driven by higher revenue and cost controls."
positive,"Sales increased 20% in the past quarter, fueled by strong demand in North America."
positive,"Net income for the year grew 10%, reaching EUR 9 million, up from EUR 8 million in the prior period."
positive,Company A expects full-year earnings to rise 15% after reporting strong quarterly results.
positive,"Operating income jumped to EUR 20 million, up from EUR 16 million in the previous period."
positive,"The board approved a new stock repurchase program worth EUR 200 million, boosting investor confidence."
positive,"The company’s cash reserves grew by EUR 5 million, reflecting stronger-than-expected sales."
positive,"XYZ Corp's revenue increased 15%, driven by higher sales in its core product lines."
positive,"Operating margins improved to 13%, up from 10%, reflecting successful cost-cutting measures."
negative,"Company X's operating loss widened to EUR 3 million, from EUR 1 million in the previous quarter."
negative,Revenue fell 8% year-over-year as demand for the company’s products declined.
negative,"Company Y cut its revenue forecast for the year by 10%, citing weaker-than-expected sales."
negative,"Net profit dropped to EUR 2 million, down 25% from the same period last year."
negative,"The company's sales decreased by 12%, primarily due to slowing demand in Asia."
negative,"Company Z’s operating margin shrank to 7%, down from 10% in the previous quarter."
negative,The company’s stock price fell 15% after reporting lower-than-expected earnings.
negative,"Operating cash flow declined to EUR 5 million, down from EUR 8 million in the prior quarter."
negative,"Company A’s net profit plunged 30% in Q3, as competition in the market intensified."
negative,XYZ Corp's board announced a 10% reduction in the company’s workforce due to declining revenues.
negative,"The company reported a net loss of EUR 4 million, compared to a profit of EUR 1 million last year."
negative,"Sales for Q3 dropped by 10%, causing the company to lower its full-year revenue forecast."
negative,Company ABC posted a 5% decline in gross margin due to higher production costs.
negative,"Operating income fell to EUR 1 million, a 50% drop from EUR 2 million in the previous quarter."
negative,The company’s capital expenditure plan has been reduced by EUR 20 million due to weaker cash flow.
negative,"Net income dropped by 20% to EUR 3 million, as rising costs weighed on profitability."
negative,"Company B’s revenue fell by EUR 5 million compared to the previous year, reflecting softer demand."
negative,The company lowered its earnings guidance for the next quarter due to challenging market conditions.
negative,XYZ Corp’s stock fell 12% after it missed quarterly revenue targets.
negative,"Net profit declined to EUR 1.5 million, down from EUR 3 million in the prior period."
negative,The company reported a 10% decrease in operating profit due to higher material costs.
negative,"Sales fell 15% in Q4, driven by weaker demand in the European market."
negative,"The company’s operating margin declined to 5%, down from 8% in the same period last year."
negative,"Company Y plans to cut EUR 10 million from its capital budget, following disappointing earnings."
negative,"Revenue dropped by 8% in the last quarter, as competition intensified in key markets."
negative,"The company’s net income fell 25%, missing analysts' expectations for the third consecutive quarter."
negative,"XYZ Corp reported a EUR 2 million net loss for Q2, citing a decline in international sales."
negative,"Operating profit fell to EUR 5 million, down from EUR 7 million a year earlier."
negative,"The company revised its full-year earnings guidance downward, citing weaker-than-expected demand."
negative,"Net profit declined to EUR 6 million, compared to EUR 8 million in the same quarter last year."
negative,Company B’s stock price fell 10% after it issued a profit warning for the next quarter.
negative,"Sales dropped by 9% in Q3, forcing the company to revise its earnings guidance."
negative,Company Z’s operating income dropped 15% year-over-year due to rising costs.
negative,"The company announced plans to close two manufacturing plants, resulting in 300 job losses."
negative,"Net profit for the year fell to EUR 3 million, down from EUR 5 million the previous year."
negative,"Revenue fell 7% in Q2, as demand for the company’s core products weakened."
negative,"The company expects operating margins to fall to 6%, down from 9%, due to rising input costs."
negative,"XYZ Corp reported a net loss of EUR 1 million in the latest quarter, citing weaker sales."
negative,"Operating profit dropped by 20% in Q3, as higher costs eroded margins."
negative,"The company’s earnings fell short of analysts' expectations, with net income declining by 12%."
negative,"Company A’s sales fell 10% in Q3, resulting in a revenue decline to EUR 30 million."
negative,The company expects weaker-than-expected revenue growth due to soft demand in key markets.
negative,"Net income for the quarter fell to EUR 4 million, down 20% from EUR 5 million a year earlier."
negative,"Operating cash flow decreased to EUR 3 million, from EUR 6 million in the previous quarter."
negative,"Company Z’s revenue dropped by 12% year-over-year, reflecting challenging market conditions."
negative,"The company’s profit margins shrank to 8%, down from 11% last quarter."
negative,XYZ Corp’s stock price fell 8% after issuing a profit warning for the next quarter.
negative,The company lowered its earnings outlook due to weaker-than-expected sales in North America.
negative,"Net profit dropped by 18% to EUR 2.5 million, as the company faced rising input costs."
negative,"Sales declined 10% in the last quarter, forcing the company to cut its full-year revenue forecast."
neutral,"According to the latest report, Company A expects stable growth in its core markets."
neutral,XYZ Corp's management discussed plans to expand into new geographical markets over the next year.
neutral,Company B confirmed it will maintain its current dividend policy for the foreseeable future.
neutral,The firm announced that it plans to diversify its product offerings to reach new customer segments.
neutral,XYZ Corp’s new manufacturing facility is expected to become operational by mid-2025.
neutral,Company Z expects its capital expenditure to remain consistent with last year’s levels.
neutral,The firm is exploring strategic partnerships to enhance its digital transformation initiatives.
neutral,The company stated that it is reviewing its long-term strategy to adapt to changing market dynamics.
neutral,XYZ Corp is conducting a feasibility study to assess potential investments in renewable energy.
neutral,The firm’s management reiterated its commitment to maintaining a strong balance sheet.
neutral,Company A confirmed it will continue to invest in research and development to foster innovation.
neutral,The company is in discussions to explore potential acquisitions in emerging markets.
neutral,XYZ Corp announced that it will hold its annual general meeting in May 2025.
neutral,Management indicated that the firm is on track to meet its full-year revenue targets.
neutral,The company plans to increase its investment in digital marketing to reach a wider audience.
neutral,"According to the report, Company Y’s management is focused on improving operational efficiency."
neutral,Company Z expects flat revenue growth in the coming quarter due to market uncertainties.
neutral,The firm’s management stated that they are cautiously optimistic about future market conditions.
neutral,The company confirmed it is exploring options to divest non-core assets to streamline operations.
neutral,XYZ Corp is in talks with potential partners to expand its presence in the Middle East.
neutral,The company announced that it will maintain its current pricing strategy in response to market conditions.
neutral,The firm’s management indicated that they are considering raising capital through a bond issuance.
neutral,Company A expects demand for its products to remain stable in the short term.
neutral,The company stated that it will continue to evaluate growth opportunities in the healthcare sector.
neutral,XYZ Corp is evaluating the potential for expanding its manufacturing capabilities in Asia.
neutral,The firm’s management discussed plans to enhance its supply chain resilience amid global challenges.
neutral,The company announced that it is reviewing its workforce strategy to align with future growth goals.
neutral,XYZ Corp is exploring the potential for joint ventures in the technology sector to drive innovation.
neutral,Company Z confirmed it will continue to focus on cost management to protect margins.
neutral,The company is exploring new markets to expand its customer base and drive revenue growth.
neutral,XYZ Corp plans to invest in sustainability initiatives to reduce its environmental footprint.
neutral,The firm announced that it will maintain its dividend payout ratio in line with previous years.
neutral,The company is evaluating opportunities to expand its digital services to better serve customers.
neutral,Company A's management is confident in the firm’s ability to navigate current market challenges.
neutral,The firm expects demand for its core products to remain consistent in the coming quarters.
neutral,XYZ Corp's management stated that they are committed to driving long-term shareholder value.
neutral,The company confirmed it will maintain its current pricing strategy for the next six months.
neutral,Management discussed plans to enhance the company’s product portfolio to meet evolving customer needs.
neutral,"XYZ Corp expects stable revenue growth for the remainder of the year, driven by steady demand."
neutral,The company is focused on improving its operational efficiency to enhance profitability.
neutral,Company Z plans to invest in new technologies to drive future growth and innovation.
neutral,The firm’s management indicated that they are evaluating potential M&A opportunities in Europe.
neutral,The company announced that it will continue to focus on expanding its global footprint.
neutral,Management expects capital expenditures to remain in line with previous estimates.
neutral,XYZ Corp plans to enhance its R&D capabilities to drive product innovation in the coming years.
neutral,The firm expects stable demand for its products in key markets over the next year.
neutral,Company A announced that it will maintain its dividend policy in line with last year’s payout.
neutral,Management confirmed that the company is on track to meet its long-term strategic goals.
neutral,The firm plans to explore new opportunities in the renewable energy sector to drive growth.
neutral,"XYZ Corp expects stable revenue for the upcoming quarter, despite current market challenges."
neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .
neutral,"Uncertainties still exist , however ."
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .
positive,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .
positive,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter ."
negative,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue ."
positive,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 ."
neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October ."
positive,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement ."
negative,"- Demand for fireplace products was lower than expected , especially in Germany ."
positive,"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said ."
neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant ."
neutral,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces ."
positive,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market ."
neutral,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?"
neutral,The appointments will be in force until the new CEO has been appointed .
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .
negative,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales ."
neutral,"The Tekla Structures product box , if needed , is now made from recycled material ."
negative,They are also upset that some of the machinery and work is taken over to Poland .
neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 ."
negative,Sales by Seppala diminished by 6 per cent .
negative,Viking Line has canceled some services .
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 ."
positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % ."
positive,"Sales are expected to increase in the end of the year 2006 , however ."
neutral,Another firm Air Liquide was exempted because it left the market in 1998 .
positive,"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said ."
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 ."
neutral,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -_ Copyright of Globes Publisher Itonut 1983 Ltd. 2009"
neutral,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .
positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ."
negative,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said ."
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit ."
negative,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations ."
positive,"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said ."
negative,"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported ."
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said ."
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .
neutral,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 ."
negative,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .
positive,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ."
positive,The talks are aimed at restructuring operations and cutting costs .
neutral,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes ."
negative,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .
neutral,Basware finances the acquisition with a bank loan .
neutral,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .
neutral,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels ."
neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % ."
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before ."
positive,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales ."
negative,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
negative,Cash Flow from Operations for the most recent quarter also reached a eight year low .
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 ."
negative,"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees ."
neutral,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .
neutral,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis ."
neutral,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy ."
neutral,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 ."
neutral,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes ."
negative,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur ."
neutral,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served ."
positive,"It combines a perfect price performance with sophisticated management facilities , the company said ."
neutral,"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 ."
negative,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .
neutral,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories ."
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .
neutral,Aspo 's Group structure and business operations are developed persistently without any predefined schedules .
neutral,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .
neutral,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
positive,The objective of the planned measures is to achieve significant savings in the next few years .
neutral,"8,600 m , and at the time of investment it is fully leased to several tenants ."
positive,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint ."
neutral,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .
neutral,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway ."
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .
negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .
negative,"In the Baltic countries , sales fell by 42.6 % ."
positive,Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .
positive,"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device ."
neutral,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th ."
positive,Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .
neutral,"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business ."
negative,Salonen added that data shows producers ' pulp inventories in North America are declining . '
neutral,"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees ."
neutral,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .
positive,`` Stonesoft sees great promise in the future of IPv6 .
positive,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn ."
positive,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year ."
negative,The total need for staff cuts corresponds to about 300 man-years .
negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said ."
positive,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier ."
neutral,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ''
positive,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m ."
neutral,The first quarter was as expected and was in line with analysts ' forecasts .
negative,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .
positive,Orion Pharma 's operating profit increased by 42.5 % from 2004 .
neutral,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products ."
positive,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency ."
negative,"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive ."
neutral,-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .
negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .
positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year ."
negative,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .
negative,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % ."
positive,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 ."
negative,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months ."
negative,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. ."
neutral,Net investment income
positive,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA ."
negative,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ."
negative,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .
positive,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services ."
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 ."
neutral,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki ."
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis ."
positive,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 ."
positive,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said ."
neutral,15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .
positive,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 ."
positive,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world ."
positive,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier ."
neutral,The company will propose a dividend of EUR0 .12 per share for 2008 .
positive,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .
neutral,"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks ."
neutral,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone ."
neutral,"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection ."
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .
negative,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn ."
neutral,"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) ."
neutral,"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 ."
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 ."
neutral,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab ."
positive,`` The Government has had a very professional approach in assessing the offer .
positive,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls ."
neutral,We have made long-term investments in developing the system 's implementation model .
positive,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .
positive,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .
neutral,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .
positive,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .
positive,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia ."
negative,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur ."
positive,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE ."
neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies ."
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million .
neutral,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .
positive,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent ."
negative,This is bad news for the barbeque season .
